date, rr, since start
2016-09-22 20:13:06 +0000,844,1688
2016-09-22 20:13:07 +0000,833,2521
2016-09-22 20:13:08 +0000,833,3354
2016-09-22 20:13:09 +0000,789,4143
2016-09-22 20:13:10 +0000,741,4884
2016-09-22 20:13:10 +0000,741,5625
2016-09-22 20:13:11 +0000,722,6347
2016-09-22 20:13:12 +0000,706,7053
2016-09-22 20:13:12 +0000,706,7759
2016-09-22 20:13:14 +0000,706,8465
2016-09-22 20:13:14 +0000,706,9171
2016-09-22 20:13:16 +0000,713,9884
2016-09-22 20:13:16 +0000,713,10597
2016-09-22 20:13:17 +0000,759,11356
2016-09-22 20:13:18 +0000,769,12125
2016-09-22 20:13:18 +0000,769,12894
2016-09-22 20:13:19 +0000,769,13663
2016-09-22 20:13:20 +0000,779,14442
2016-09-22 20:13:21 +0000,799,15241
2016-09-22 20:13:21 +0000,799,16040
2016-09-22 20:13:22 +0000,822,16862
2016-09-22 20:13:23 +0000,833,17695
2016-09-22 20:13:24 +0000,844,18539
2016-09-22 20:13:25 +0000,844,19383
2016-09-22 20:13:26 +0000,833,20216
2016-09-22 20:13:26 +0000,833,21049
2016-09-22 20:13:28 +0000,833,21882
2016-09-22 20:13:29 +0000,833,22715
2016-09-22 20:13:30 +0000,857,23572
2016-09-22 20:13:31 +0000,869,24441
2016-09-22 20:13:32 +0000,882,25323
2016-09-22 20:13:32 +0000,882,26205
2016-09-22 20:13:34 +0000,895,27100
2016-09-22 20:13:34 +0000,895,27995
2016-09-22 20:13:35 +0000,869,28864
2016-09-22 20:13:37 +0000,844,29708
2016-09-22 20:13:39 +0000,833,30541
2016-09-22 20:13:40 +0000,844,31385
2016-09-22 20:13:43 +0000,857,32242
2016-09-22 20:13:44 +0000,857,33099
2016-09-22 20:13:46 +0000,844,33943
2016-09-22 20:13:47 +0000,844,34787
2016-09-22 20:13:48 +0000,833,35620
2016-09-22 20:13:49 +0000,833,36453
2016-09-22 20:13:51 +0000,822,37275
2016-09-22 20:13:51 +0000,822,38097
2016-09-22 20:13:51 +0000,822,38919
2016-09-22 20:13:53 +0000,822,39741
2016-09-22 20:13:54 +0000,833,40574
2016-09-22 20:13:55 +0000,833,41407
2016-09-22 20:13:55 +0000,833,42240
2016-09-22 20:13:57 +0000,822,43062
2016-09-22 20:13:58 +0000,810,43872
2016-09-22 20:13:59 +0000,789,44661
2016-09-22 20:13:59 +0000,789,45450
2016-09-22 20:14:00 +0000,779,46229
2016-09-22 20:14:00 +0000,779,47008
2016-09-22 20:14:01 +0000,789,47797
2016-09-22 20:14:03 +0000,799,48596
2016-09-22 20:14:03 +0000,799,49395
2016-09-22 20:14:03 +0000,799,50194
2016-09-22 20:14:04 +0000,799,50993
2016-09-22 20:14:06 +0000,810,51803
2016-09-22 20:14:07 +0000,810,52613
2016-09-22 20:14:08 +0000,810,53423
2016-09-22 20:14:09 +0000,810,54233
2016-09-22 20:14:10 +0000,799,55032
2016-09-22 20:14:10 +0000,799,55831
