date, rr, since start
2016-09-22 20:42:21 +0000,881,1762
2016-09-22 20:42:22 +0000,881,2643
2016-09-22 20:42:23 +0000,881,3524
2016-09-22 20:42:24 +0000,869,4393
2016-09-22 20:42:25 +0000,881,5274
2016-09-22 20:42:26 +0000,881,6155
2016-09-22 20:42:27 +0000,895,7050
2016-09-22 20:42:28 +0000,895,7945
2016-09-22 20:42:29 +0000,908,8853
2016-09-22 20:42:30 +0000,908,9761
2016-09-22 20:42:31 +0000,908,10669
2016-09-22 20:42:32 +0000,908,11577
2016-09-22 20:42:33 +0000,922,12499
2016-09-22 20:42:34 +0000,922,13421
2016-09-22 20:42:35 +0000,937,14358
2016-09-22 20:42:36 +0000,937,15295
2016-09-22 20:42:37 +0000,937,16232
2016-09-22 20:42:38 +0000,937,17169
2016-09-22 20:42:39 +0000,937,18106
2016-09-22 20:42:40 +0000,937,19043
2016-09-22 20:42:41 +0000,937,19980
2016-09-22 20:42:43 +0000,937,20917
2016-09-22 20:42:44 +0000,952,21869
2016-09-22 20:42:45 +0000,966,22835
2016-09-22 20:42:46 +0000,966,23801
2016-09-22 20:42:47 +0000,983,24784
2016-09-22 20:42:48 +0000,983,25767
2016-09-22 20:42:49 +0000,983,26750
2016-09-22 20:42:50 +0000,983,27733
2016-09-22 20:42:51 +0000,966,28699
2016-09-22 20:42:52 +0000,983,29682
2016-09-22 20:42:53 +0000,983,30665
2016-09-22 20:42:54 +0000,983,31648
2016-09-22 20:42:55 +0000,1000,32648
2016-09-22 20:42:56 +0000,1000,33648
2016-09-22 20:42:57 +0000,1000,34648
2016-09-22 20:42:58 +0000,983,35631
2016-09-22 20:42:59 +0000,983,36614
2016-09-22 20:43:00 +0000,966,37580
2016-09-22 20:43:01 +0000,966,38546
2016-09-22 20:43:02 +0000,952,39498
2016-09-22 20:43:03 +0000,937,40435
2016-09-22 20:43:04 +0000,922,41357
2016-09-22 20:43:05 +0000,922,42279
2016-09-22 20:43:06 +0000,922,43201
2016-09-22 20:43:07 +0000,922,44123
2016-09-22 20:43:08 +0000,922,45045
2016-09-22 20:43:09 +0000,937,45982
2016-09-22 20:43:10 +0000,937,46919
2016-09-22 20:43:11 +0000,937,47856
2016-09-22 20:43:12 +0000,922,48778
2016-09-22 20:43:13 +0000,937,49715
2016-09-22 20:43:14 +0000,937,50652
2016-09-22 20:43:15 +0000,952,51604
2016-09-22 20:43:16 +0000,952,52556
2016-09-22 20:43:17 +0000,952,53508
2016-09-22 20:43:18 +0000,952,54460
2016-09-22 20:43:19 +0000,952,55412
2016-09-22 20:43:20 +0000,952,56364
2016-09-22 20:43:21 +0000,952,57316
2016-09-22 20:43:22 +0000,952,58268
2016-09-22 20:43:23 +0000,966,59234
2016-09-22 20:43:25 +0000,966,60200
2016-09-22 20:43:26 +0000,966,61166
2016-09-22 20:43:27 +0000,966,62132
2016-09-22 20:43:28 +0000,966,63098
2016-09-22 20:43:29 +0000,966,64064
2016-09-22 20:43:30 +0000,952,65016
2016-09-22 20:43:31 +0000,952,65968
2016-09-22 20:43:32 +0000,952,66920
2016-09-22 20:43:33 +0000,952,67872
2016-09-22 20:43:34 +0000,952,68824
2016-09-22 20:43:35 +0000,952,69776
2016-09-22 20:43:36 +0000,952,70728
2016-09-22 20:43:37 +0000,952,71680
2016-09-22 20:43:38 +0000,966,72646
2016-09-22 20:43:39 +0000,966,73612
2016-09-22 20:43:40 +0000,966,74578
2016-09-22 20:43:41 +0000,966,75544
2016-09-22 20:43:42 +0000,952,76496
2016-09-22 20:43:43 +0000,952,77448
2016-09-22 20:43:44 +0000,952,78400
2016-09-22 20:43:45 +0000,952,79352
2016-09-22 20:43:46 +0000,937,80289
2016-09-22 20:43:47 +0000,937,81226
2016-09-22 20:43:48 +0000,937,82163
2016-09-22 20:43:49 +0000,937,83100
2016-09-22 20:43:50 +0000,937,84037
2016-09-22 20:43:51 +0000,937,84974
2016-09-22 20:43:52 +0000,937,85911
2016-09-22 20:43:53 +0000,937,86848
2016-09-22 20:43:54 +0000,937,87785
2016-09-22 20:43:55 +0000,952,88737
2016-09-22 20:43:56 +0000,966,89703
2016-09-22 20:43:57 +0000,966,90669
2016-09-22 20:43:58 +0000,952,91621
2016-09-22 20:43:59 +0000,952,92573
2016-09-22 20:44:00 +0000,952,93525
2016-09-22 20:44:01 +0000,952,94477
2016-09-22 20:44:02 +0000,937,95414
2016-09-22 20:44:03 +0000,937,96351
2016-09-22 20:44:04 +0000,937,97288
2016-09-22 20:44:05 +0000,952,98240
2016-09-22 20:44:07 +0000,966,99206
2016-09-22 20:44:08 +0000,983,100189
2016-09-22 20:44:09 +0000,983,101172
2016-09-22 20:44:10 +0000,966,102138
2016-09-22 20:44:11 +0000,966,103104
2016-09-22 20:44:12 +0000,966,104070
2016-09-22 20:44:13 +0000,966,105036
2016-09-22 20:44:14 +0000,966,106002
2016-09-22 20:44:15 +0000,952,106954
2016-09-22 20:44:16 +0000,952,107906
2016-09-22 20:44:17 +0000,952,108858
2016-09-22 20:44:18 +0000,952,109810
2016-09-22 20:44:19 +0000,937,110747
2016-09-22 20:44:20 +0000,952,111699
2016-09-22 20:44:21 +0000,952,112651
2016-09-22 20:44:22 +0000,966,113617
2016-09-22 20:44:23 +0000,983,114600
2016-09-22 20:44:24 +0000,966,115566
2016-09-22 20:44:25 +0000,966,116532
2016-09-22 20:44:26 +0000,966,117498
2016-09-22 20:44:27 +0000,966,118464
2016-09-22 20:44:28 +0000,966,119430
2016-09-22 20:44:29 +0000,952,120382
2016-09-22 20:44:30 +0000,952,121334
2016-09-22 20:44:31 +0000,952,122286
2016-09-22 20:44:32 +0000,952,123238
2016-09-22 20:44:33 +0000,952,124190
2016-09-22 20:44:34 +0000,952,125142
2016-09-22 20:44:35 +0000,952,126094
2016-09-22 20:44:36 +0000,937,127031
2016-09-22 20:44:37 +0000,952,127983
2016-09-22 20:44:38 +0000,952,128935
2016-09-22 20:44:39 +0000,966,129901
2016-09-22 20:44:40 +0000,966,130867
2016-09-22 20:44:41 +0000,966,131833
2016-09-22 20:44:42 +0000,966,132799
2016-09-22 20:44:43 +0000,966,133765
2016-09-22 20:44:44 +0000,966,134731
2016-09-22 20:44:45 +0000,952,135683
2016-09-22 20:44:46 +0000,922,136605
2016-09-22 20:44:47 +0000,895,137500
2016-09-22 20:44:49 +0000,869,138369
2016-09-22 20:44:50 +0000,856,139225
2016-09-22 20:44:51 +0000,844,140069
2016-09-22 20:44:52 +0000,844,140913
2016-09-22 20:44:53 +0000,856,141769
2016-09-22 20:44:54 +0000,869,142638
2016-09-22 20:44:55 +0000,895,143533
2016-09-22 20:44:56 +0000,908,144441
2016-09-22 20:44:57 +0000,922,145363
2016-09-22 20:44:58 +0000,937,146300
2016-09-22 20:44:59 +0000,937,147237
2016-09-22 20:45:00 +0000,937,148174
2016-09-22 20:45:01 +0000,952,149126
2016-09-22 20:45:02 +0000,952,150078
2016-09-22 20:45:03 +0000,952,151030
2016-09-22 20:45:04 +0000,952,151982
2016-09-22 20:45:05 +0000,937,152919
2016-09-22 20:45:06 +0000,952,153871
2016-09-22 20:45:07 +0000,952,154823
2016-09-22 20:45:08 +0000,966,155789
2016-09-22 20:45:09 +0000,966,156755
2016-09-22 20:45:10 +0000,966,157721
2016-09-22 20:45:11 +0000,966,158687
2016-09-22 20:45:12 +0000,966,159653
2016-09-22 20:45:13 +0000,966,160619
2016-09-22 20:45:14 +0000,952,161571
2016-09-22 20:45:15 +0000,966,162537
2016-09-22 20:45:16 +0000,966,163503
2016-09-22 20:45:17 +0000,966,164469
2016-09-22 20:45:18 +0000,966,165435
2016-09-22 20:45:19 +0000,966,166401
2016-09-22 20:45:20 +0000,966,167367
2016-09-22 20:45:21 +0000,966,168333
2016-09-22 20:45:22 +0000,966,169299
2016-09-22 20:45:23 +0000,983,170282
2016-09-22 20:45:24 +0000,1000,171282
2016-09-22 20:45:25 +0000,1016,172298
2016-09-22 20:45:26 +0000,1034,173332
2016-09-22 20:45:27 +0000,1016,174348
2016-09-22 20:45:28 +0000,1016,175364
2016-09-22 20:45:29 +0000,1000,176364
2016-09-22 20:45:31 +0000,1016,177380
2016-09-22 20:45:32 +0000,1034,178414
2016-09-22 20:45:33 +0000,1051,179465
2016-09-22 20:45:34 +0000,1034,180499
2016-09-22 20:45:35 +0000,1016,181515
2016-09-22 20:45:36 +0000,1016,182531
2016-09-22 20:45:37 +0000,1000,183531
2016-09-22 20:45:38 +0000,1016,184547
2016-09-22 20:45:39 +0000,1034,185581
2016-09-22 20:45:40 +0000,1051,186632
2016-09-22 20:45:41 +0000,1034,187666
2016-09-22 20:45:42 +0000,1016,188682
2016-09-22 20:45:43 +0000,1000,189682
2016-09-22 20:45:44 +0000,983,190665
2016-09-22 20:45:45 +0000,1000,191665
2016-09-22 20:45:46 +0000,1016,192681
2016-09-22 20:45:47 +0000,1016,193697
