date, rr, since start
2016-09-22 20:42:21 +0000, 833, 1666
2016-09-22 20:42:21 +0000, 833, 2499
2016-09-22 20:42:21 +0000, 895, 3394
2016-09-22 20:42:21 +0000, 937, 4331
2016-09-22 20:42:24 +0000, 937, 5268
2016-09-22 20:42:24 +0000, 869, 6137
2016-09-22 20:42:24 +0000, 881, 7018
2016-09-22 20:42:27 +0000, 922, 7940
2016-09-22 20:42:27 +0000, 966, 8906
2016-09-22 20:42:27 +0000, 922, 9828
2016-09-22 20:42:30 +0000, 869, 10697
2016-09-22 20:42:30 +0000, 869, 11566
2016-09-22 20:42:30 +0000, 922, 12488
2016-09-22 20:42:30 +0000, 983, 13471
2016-09-22 20:42:33 +0000, 1000, 14471
2016-09-22 20:42:33 +0000, 922, 15393
2016-09-22 20:42:34 +0000, 952, 16345
2016-09-22 20:42:34 +0000, 983, 17328
2016-09-22 20:42:37 +0000, 952, 18280
2016-09-22 20:42:37 +0000, 881, 19161
2016-09-22 20:42:38 +0000, 881, 20042
2016-09-22 20:42:38 +0000, 983, 21025
2016-09-22 20:42:41 +0000, 1000, 22025
2016-09-22 20:42:41 +0000, 966, 22991
2016-09-22 20:42:41 +0000, 937, 23928
2016-09-22 20:42:43 +0000, 1000, 24928
2016-09-22 20:42:45 +0000, 1071, 25999
2016-09-22 20:42:45 +0000, 983, 26982
2016-09-22 20:42:45 +0000, 895, 27877
2016-09-22 20:42:47 +0000, 922, 28799
2016-09-22 20:42:47 +0000, 1000, 29799
2016-09-22 20:42:48 +0000, 1000, 30799
2016-09-22 20:42:48 +0000, 1000, 31799
2016-09-22 20:42:51 +0000, 952, 32751
2016-09-22 20:42:51 +0000, 1016, 33767
2016-09-22 20:42:52 +0000, 1016, 34783
2016-09-22 20:42:52 +0000, 1000, 35783
2016-09-22 20:42:55 +0000, 922, 36705
2016-09-22 20:42:55 +0000, 922, 37627
2016-09-22 20:42:56 +0000, 983, 38610
2016-09-22 20:42:56 +0000, 983, 39593
2016-09-22 20:42:59 +0000, 922, 40515
2016-09-22 20:42:59 +0000, 881, 41396
2016-09-22 20:43:00 +0000, 895, 42291
2016-09-22 20:43:00 +0000, 966, 43257
2016-09-22 20:43:03 +0000, 966, 44223
2016-09-22 20:43:03 +0000, 922, 45145
2016-09-22 20:43:03 +0000, 881, 46026
2016-09-22 20:43:04 +0000, 895, 46921
2016-09-22 20:43:04 +0000, 983, 47904
2016-09-22 20:43:06 +0000, 966, 48870
2016-09-22 20:43:06 +0000, 952, 49822
2016-09-22 20:43:09 +0000, 881, 50703
2016-09-22 20:43:09 +0000, 869, 51572
2016-09-22 20:43:10 +0000, 895, 52467
2016-09-22 20:43:10 +0000, 1016, 53483
2016-09-22 20:43:13 +0000, 1000, 54483
2016-09-22 20:43:13 +0000, 1000, 55483
2016-09-22 20:43:14 +0000, 908, 56391
2016-09-22 20:43:14 +0000, 908, 57299
2016-09-22 20:43:17 +0000, 937, 58236
2016-09-22 20:43:17 +0000, 952, 59188
2016-09-22 20:43:17 +0000, 1016, 60204
2016-09-22 20:43:18 +0000, 983, 61187
2016-09-22 20:43:18 +0000, 937, 62124
2016-09-22 20:43:21 +0000, 983, 63107
2016-09-22 20:43:21 +0000, 1000, 64107
2016-09-22 20:43:23 +0000, 1000, 65107
2016-09-22 20:43:23 +0000, 937, 66044
2016-09-22 20:43:25 +0000, 908, 66952
2016-09-22 20:43:25 +0000, 966, 67918
2016-09-22 20:43:27 +0000, 983, 68901
2016-09-22 20:43:27 +0000, 983, 69884
2016-09-22 20:43:28 +0000, 922, 70806
2016-09-22 20:43:28 +0000, 937, 71743
2016-09-22 20:43:31 +0000, 966, 72709
2016-09-22 20:43:31 +0000, 1016, 73725
2016-09-22 20:43:33 +0000, 937, 74662
2016-09-22 20:43:33 +0000, 908, 75570
